rank,patent_id,affiliate,title,grant_date,assignee,years_remaining,forward_citations,competitor_citations,competitor_count,competitors,super_sector,super_sector_name,sector,sector_name,eligibility_score,validity_score,claim_breadth,enforcement_clarity,design_around_difficulty,market_relevance_score,ipr_risk_score,prosecution_quality_score,implementation_type,standards_relevance,score_consensus,score_ip-lit-aggressive,score_ip-lit-balanced,score_ip-lit-conservative,score_licensing,score_corporate-ma,score_executive,rank_ip-lit-aggressive,rank_ip-lit-balanced,rank_ip-lit-conservative,rank_licensing,rank_corporate-ma,rank_executive
402,10061611,VMware,"Virtual machine migration within a hybrid cloud system",2018-08-28,"VMware LLC",12.6,10,3,2,"Cisco; IBM",COMPUTING,"Computing & Systems",systems-software,"Systems Software",4,3,4,4,4,,,,,,18.02,21.94,21.68,15.54,16.93,14.78,17.24,333,412,340,497,502,372
403,11799824,VMware,"Method and apparatus for enhanced client persistence in multi-site GSLB deployments",2023-10-24,"VMware LLC",17.8,4,4,1,"Cisco",SDN_NETWORK,"SDN & Network Infrastructure",infra-addressing,"Infra Addressing",4,4,4,3,4,,,,,,17.97,21.64,22.32,15.19,16.60,16.29,15.81,350,371,365,526,396,464
404,10142358,Symantec Enterprise,"System and method for identifying an invalid packet on a controller area network (CAN) bus",2018-11-27,"Symantec Corporation",9.9,17,8,1,"Intel",SECURITY,"Security",auth-ids,"Intrusion Detection/Prevention",4,3,3,4,3,5,,,system,related,17.96,21.50,22.47,15.72,16.61,15.55,15.88,363,367,327,522,440,459
405,8448022,VMware,"Fault recovery to a call stack position stored in thread local storage",2013-05-21,"VMware LLC",7.3,28,22,3,"IBM; Red Hat; Huawei",FAULT_TOLERANCE,"Fault Tolerance & Reliability",ft-errordetect,"FT Error Detection",4,3,3,3,3,,,,,,17.95,21.23,23.12,14.23,16.42,15.79,16.93,380,335,421,537,429,390
406,8627426,VMware,"Cloud platform architecture",2014-01-07,"VMware LLC",8.0,26,11,7,"Elastic; Microsoft; Amazon; Red Hat; SAP",COMPUTING,"Computing & Systems",software-engineering,"Software Engineering",3,3,4,3,3,,,,,,17.91,18.78,21.35,13.26,19.97,16.40,17.72,515,429,501,319,390,347
407,9712610,VMware,"System and method for increasing physical memory page sharing by workloads",2017-07-18,"VMware LLC",11.5,4,3,2,"Dell EMC; SAP",SDN_NETWORK,"SDN & Network Infrastructure",proto-distributed,"Protocol Distributed",4,4,3,4,4,,,,,,17.91,23.46,22.55,13.65,17.09,13.87,16.82,277,361,468,487,586,398
408,8510590,VMware,"Method and system for cluster resource management in a virtualized computing environment",2013-08-13,"VMware LLC",7.6,16,9,5,"IBM; Pure Storage; Huawei; Dell EMC; Microsoft",FAULT_TOLERANCE,"Fault Tolerance & Reliability",ft-recovery,"FT Recovery/Checkpoint",4,3,4,3,3,,,,,,17.90,20.39,22.39,13.42,17.19,16.61,17.40,417,369,490,481,374,364
409,9354927,VMware,"Securing virtual machine data",2016-05-31,"VMware LLC",10.4,40,4,4,"Bank of America; IBM; Samsung; AT&T",SECURITY,"Security",sec-data,"Security Data Protection",4,3,3,3,4,,,,,,17.89,20.92,20.48,14.05,18.15,16.64,17.09,394,478,434,413,373,382
410,9197529,Nicira (VMware SDN),"Tracing network packets through logical and physical networks",2015-11-24,"Nicira, Inc.",9.8,44,4,2,"Amazon; Cisco",VIRTUALIZATION,"Virtualization & Cloud",cloud-monitoring,"Cloud Monitoring/Telemetry",4,4,4,3,4,,,,,,17.86,20.15,19.71,15.20,21.28,15.75,15.05,426,532,363,257,432,522
411,10579409,VMware,"Live migration of virtual machines with memory state sharing",2020-03-03,"VMware LLC",14.1,4,3,2,"Red Hat; IBM",VIRTUALIZATION,"Virtualization & Cloud",vmh-placement,"VMH Placement/DRS",4,4,4,3,4,,,,,,17.85,21.46,21.45,14.88,17.41,15.94,15.99,365,422,386,459,419,449
412,9342705,Symantec Enterprise,"Systems and methods for searching shared encrypted files on third-party storage systems",2016-05-17,"Symantec Corporation",7.3,31,15,7,"Microsoft; Dell EMC; Amazon; Samsung; Workday",COMPUTING,"Computing & Systems",database,"Database/Information Retrieval",3,3,3,2,3,3,5,4,software,none,17.84,18.29,22.59,16.89,15.52,17.48,16.24,563,357,268,632,320,435
413,9672074,VMware,"Methods and systems to determine and improve cost efficiency of virtual machines",2017-06-06,"VMware LLC",11.4,14,12,2,"IBM; HPE",SDN_NETWORK,"SDN & Network Infrastructure",proto-distributed,"Protocol Distributed",3,3,4,3,3,,,,,,17.82,19.85,22.46,14.25,16.11,17.04,17.20,445,368,418,571,341,376
414,8296759,VMware,"Offloading operations to a replicate virtual machine",2012-10-23,"VMware LLC",6.8,54,36,9,"IBM; Amazon; FireEye; NetApp; Intel",VIRTUALIZATION,"Virtualization & Cloud",vmh-placement,"VMH Placement/DRS",4,3,4,3,3,,,,,,17.81,17.96,20.00,11.37,23.24,17.21,17.04,602,512,712,186,336,385
415,9146721,VMware,"Installation of a software agent via an existing template agent",2015-09-29,"VMware LLC",9.7,25,10,6,"Amazon; Microsoft; Huawei; Red Hat; HPE",COMPUTING,"Computing & Systems",software-engineering,"Software Engineering",3,3,4,3,3,,,,,,17.80,18.22,20.53,16.44,19.14,15.64,16.81,574,477,294,358,438,400
416,8458127,Blue Coat Systems,"Application data synchronization",2013-06-04,"Blue Coat Systems, Inc.",7.4,28,27,8,"Dell EMC; Salesforce; Microsoft; IBM; Dropbox",FAULT_TOLERANCE,"Fault Tolerance & Reliability",ft-recovery,"FT Recovery/Checkpoint",,,,,,,,,,,17.80,19.79,22.52,13.68,15.98,16.15,18.65,447,362,466,585,408,299
417,9122594,VMware,"Direct access to a hardware device for virtual machines of a virtualized computer system",2015-09-01,"VMware LLC",9.6,9,6,1,"Red Hat",COMPUTING,"Computing & Systems",memory-management,"Memory Management",4,3,4,4,4,,,,,,17.79,21.17,22.16,15.74,18.11,13.87,15.68,381,384,326,419,588,474
418,10887361,Nicira (VMware SDN),"Port mirroring in overlay networks",2021-01-05,"Nicira, Inc.",15.0,4,3,2,"HPE; IBM",VIRTUALIZATION,"Virtualization & Cloud",cloud-monitoring,"Cloud Monitoring/Telemetry",4,4,4,4,3,,,,,,17.75,21.88,21.85,15.48,17.09,13.87,16.35,336,401,347,488,587,429
419,9667370,Avago Technologies,"Communication device with peer-to-peer assist to provide synchronization",2017-05-30,"Avago Technologies General IP (Singapore) Pte. Ltd.",8.4,11,3,2,"Amazon; Apple",IMAGING,"Imaging & Optics",optics,"Optics/Photonics",4,4,3,4,4,4,5,,hardware,likely_essential,17.75,22.97,22.56,13.08,18.86,14.00,15.04,299,359,529,371,580,525
420,9665498,VMware,"Memory management using transparent page transformation",2017-05-30,"VMware LLC",11.4,6,4,1,"IBM",COMPUTING,"Computing & Systems",memory-management,"Memory Management",4,4,4,3,4,,,,,,17.74,21.72,22.32,13.05,16.87,16.53,15.95,345,372,532,500,380,452
421,9183016,VMware,"Adaptive task scheduling of Hadoop in a virtualized environment",2015-11-10,"VMware LLC",9.8,9,6,3,"Amazon; Bank of America; Samsung",VIRTUALIZATION,"Virtualization & Cloud",vmh-core,"VMH Core/Hypervisor",4,3,4,3,4,,,,,,17.73,19.94,20.90,15.34,19.46,15.22,15.51,439,449,355,338,470,490
422,9692778,Symantec Enterprise,"Method and system to prioritize vulnerabilities based on contextual correlation",2017-06-27,"Symantec Corporation",8.4,86,26,10,"NBCUniversal; Intel; Microsoft; Cisco; Bank of America",SECURITY,"Security",sec-policy,"Security Policy/Integrity",3,3,3,3,2,4,5,1.8,software,related,17.72,18.46,20.79,15.32,18.13,17.23,16.39,547,459,356,415,335,425
423,9304803,VMware,"Cooperative application workload scheduling for a consolidated virtual environment",2016-04-05,"VMware LLC",10.2,14,5,4,"Amazon; Bank of America; Microsoft; Red Hat",VIRTUALIZATION,"Virtualization & Cloud",vmh-placement,"VMH Placement/DRS",4,3,4,3,3,,,,,,17.70,19.95,21.11,13.74,17.79,16.59,17.02,438,442,461,438,376,387
424,9258046,Broadcom,"Efficient beacon transmission and reception",2016-02-09,"Broadcom Corporation",7.1,11,10,3,"Sony; Samsung; Nokia",WIRELESS,"Wireless & RF",wireless-services,"Wireless Services/Applications",4,3,3,3,3,4,5,,system,likely_essential,17.66,21.25,23.63,14.85,14.79,16.33,15.09,379,312,389,708,395,517
425,9130879,VMware,"Methods and systems for offload processing of encapsulated packets",2015-09-08,"VMware LLC",9.6,7,6,3,"IBM; Cisco; Bank of America",SDN_NETWORK,"SDN & Network Infrastructure",sdn-switching,"SDN Switching",4,3,4,3,4,,,,,,17.64,19.89,20.90,15.24,19.28,15.09,15.42,440,450,361,348,475,493
426,11080096,Pivotal Software,"Framework for managing cloud computing platforms",2021-08-03,"PIVOTAL SOFTWARE, INC.",15.5,12,10,5,"Zoom Video Communications; Microsoft; Intel; AMD; NetApp",SECURITY,"Security",auth-firewall,"Firewall/Filtering",,,,,,,,,,,17.60,19.39,21.41,15.89,15.73,15.61,17.55,476,427,319,608,439,358
427,9294662,Broadcom,"Depth map generation and post-capture focusing",2016-03-22,"Broadcom Corporation",7.2,28,24,3,"Google; Qualcomm; Nokia",IMAGING,"Imaging & Optics",image-processing,"Image Processing/Vision",3,3,3,2,3,4,5,4,software,none,17.59,18.73,22.83,15.88,14.38,18.91,14.81,523,344,320,736,241,543
428,8566502,VMware,"Offloading storage operations to storage hardware using a switch",2013-10-22,"VMware LLC",7.8,44,6,3,"Google; Dell EMC; Red Hat",VIRTUALIZATION,"Virtualization & Cloud",storage-virtualization,"Storage Virtualization",4,3,3,4,4,,,,,,17.59,22.18,21.76,13.37,16.76,14.44,17.02,322,410,494,510,525,388
429,8380939,VMware,"System and method for maintaining memory page sharing in a virtual environment",2013-02-19,"VMware LLC",7.1,8,8,2,"IBM; Red Hat",COMPUTING,"Computing & Systems",memory-management,"Memory Management",4,3,4,3,4,,,,,,17.58,21.30,22.88,12.65,15.99,16.34,16.36,377,341,573,583,393,427
430,10313186,Nicira (VMware SDN),"Scalable controller for hardware VTEPS",2019-06-04,"Nicira, Inc.",13.4,18,4,2,"Microsoft; Oracle",VIRTUALIZATION,"Virtualization & Cloud",cfg-deploy,"Config Deployment",4,3,4,4,3,,,,,,17.56,20.80,21.09,15.75,16.69,14.32,16.73,395,443,325,514,537,404
431,10228983,VMware,"Resource management for containers in a virtualized environment",2019-03-12,"VMware LLC",13.1,3,3,2,"Google; Amazon",VIRTUALIZATION,"Virtualization & Cloud",vm-resource,"VM Resource Management",4,3,4,4,4,,,,,,17.55,21.67,21.68,15.02,16.12,14.11,16.72,347,411,371,570,562,407
432,9009219,VMware,"Native viewer use for service results from a remote desktop",2015-04-14,"VMware LLC",9.2,11,4,3,"Citrix; Microsoft; Dell EMC",SDN_NETWORK,"SDN & Network Infrastructure",network-protocols,"Network Protocols",3,4,4,4,4,,,,,,17.54,20.67,20.67,15.31,19.38,13.49,15.70,404,469,358,343,633,471
433,8615489,VMware,"Storing block-level tracking information in the file system on the same block device",2013-12-24,"VMware LLC",7.9,16,5,3,"Dell EMC; IBM; Oracle",FAULT_TOLERANCE,"Fault Tolerance & Reliability",ft-recovery,"FT Recovery/Checkpoint",3,4,4,4,4,,,,,,17.53,21.98,22.16,12.75,16.63,14.67,17.01,332,386,564,519,509,389
434,10438000,Symantec Enterprise,"Using recognized backup images for recovery after a ransomware attack",2019-10-08,"Symantec Corporation",10.7,35,28,1,"Pure Storage",SECURITY,"Security",sec-malware,"Security Malware/AV",,,,,,,,,,,17.53,20.11,22.66,14.28,15.54,16.54,16.05,429,352,415,626,379,446
435,10020960,Nicira (VMware SDN),"Virtual distributed bridging",2018-07-10,"Nicira, Inc.",12.5,21,3,3,"Juniper; Huawei; Cisco",SDN_NETWORK,"SDN & Network Infrastructure",infra-bridge,"Infra Bridge/Switch",3,4,4,3,4,,,,,,17.51,20.06,19.93,14.96,17.49,16.29,16.31,431,520,376,455,397,430
436,9772831,Pivotal Software,"Droplet execution engine for dynamic server application deployment",2017-09-26,"PIVOTAL SOFTWARE, INC.",11.7,21,15,3,"Elastic; Salesforce; T-Mobile",COMPUTING,"Computing & Systems",software-engineering,"Software Engineering",,,,,,,,,,,17.47,19.88,21.96,13.81,15.83,15.99,17.35,444,396,457,595,415,366
437,8402441,VMware,"Monitoring execution of guest code in a virtual machine",2013-03-19,"VMware LLC",7.2,16,12,3,"Red Hat; IBM; Google",SECURITY,"Security",sec-sandbox,"Security Sandbox/Isolation",4,3,4,3,3,,,,,,17.44,20.25,22.28,13.04,16.44,16.16,16.46,421,377,533,535,405,423
438,9331856,Symantec Enterprise,"Systems and methods for validating digital signatures",2016-05-03,"Symantec Corporation",7.3,60,29,6,"Amazon; Ping Identity; Bank of America; Samsung; Huawei",SECURITY,"Security",cryptography,"Cryptography/Encryption",,,,,,,,,,,17.35,19.47,21.62,13.24,15.89,15.89,17.98,469,418,510,590,420,333
439,9785460,VMware,"Dynamic virtual machine sizing",2017-10-10,"VMware LLC",11.7,6,6,3,"Red Hat; Google; Samsung",VIRTUALIZATION,"Virtualization & Cloud",vmh-placement,"VMH Placement/DRS",3,3,4,4,3,,,,,,17.35,20.49,22.04,13.83,15.69,14.38,17.65,410,393,455,611,530,349
440,9553948,VMware,"User interface for managing monitoring profiles",2017-01-24,"VMware LLC",11.0,6,6,3,"BMC Software; Cisco; Palantir",SDN_NETWORK,"SDN & Network Infrastructure",proto-proxy,"Protocol Proxy/LB",3,3,4,4,3,,,,,,17.35,20.49,22.04,13.83,15.69,14.38,17.65,411,394,456,612,531,350
441,9280300,VMware,"Techniques for dynamically relocating virtual disk file blocks between flash storage and HDD-based s",2016-03-08,"VMware LLC",10.1,7,7,1,"Samsung",VIRTUALIZATION,"Virtualization & Cloud",storage-virtualization,"Storage Virtualization",4,4,3,3,3,,,,,,17.34,21.26,22.67,14.02,15.82,15.21,15.08,378,350,435,597,471,519
442,10164881,Nicira (VMware SDN),"Route advertisement by managed gateways",2018-12-25,"Nicira, Inc.",12.9,16,3,3,"Cisco; Amazon; IBM",SDN_NETWORK,"SDN & Network Infrastructure",sdn-routing,"SDN Routing",4,3,4,3,4,,,,,,17.33,19.97,19.93,14.78,17.19,16.02,16.12,437,519,391,479,414,443
443,8825102,Broadcom,"Transmit power management for specific absorption rates",2014-09-02,"Broadcom Corporation",5.6,10,10,3,"Dell EMC; Samsung; Qualcomm",WIRELESS,"Wireless & RF",wireless-power,"Wireless Power Management",4,4,4,3,4,5,,,system,related,17.33,19.73,20.63,9.58,20.55,18.17,15.33,449,473,939,288,284,498
444,9838405,Symantec Enterprise,"Systems and methods for determining types of malware infections on computing devices",2017-12-05,"Symantec Corporation",8.9,26,14,4,"Qualcomm; FireEye; Microsoft; Bank of America",SECURITY,"Security",auth-ids,"Intrusion Detection/Prevention",3,3,3,2,3,4,5,4,software,none,17.30,17.77,21.42,14.87,17.29,17.91,14.54,612,425,387,464,296,561
445,9807094,Symantec Enterprise,"Systems and methods for dynamic access control over shared resources",2017-10-31,"Symantec Corporation",8.8,24,13,3,"Google; Verizon; Dell EMC",SECURITY,"Security",auth-firewall,"Firewall/Filtering",3,3,4,3,3,5,5,1.8,software,none,17.30,19.47,21.79,13.19,16.53,18.11,14.71,470,409,515,528,288,552
446,8763115,VMware,"Impeding progress of malicious guest software",2014-06-24,"VMware LLC",8.4,8,5,2,"IBM; Red Hat",SECURITY,"Security",sec-sandbox,"Security Sandbox/Isolation",4,4,4,3,4,,,,,,17.30,20.74,21.19,11.61,20.07,15.18,15.01,400,436,688,316,472,527
447,10084652,VMware,"Customizing network configuration of virtual machines using subnet mapping rules",2018-09-25,"VMware LLC",12.7,8,7,1,"Microsoft",FAULT_TOLERANCE,"Fault Tolerance & Reliability",ft-recovery,"FT Recovery/Checkpoint",3,4,4,3,3,,,,,,17.30,19.71,21.80,15.58,15.54,16.03,15.12,451,407,337,629,413,514
448,9363197,VMware,"Resource allocation in computers",2016-06-07,"VMware LLC",10.4,8,8,3,"IBM; Bank of America; Amazon",COMPUTING,"Computing & Systems",io-interfaces,"I/O Interfaces",3,3,4,3,3,,,,,,17.27,19.26,21.61,13.61,15.76,16.29,17.08,484,419,475,603,398,384
449,9408103,Broadcom,"Flexible measurements in unlicensed band",2016-08-02,"Broadcom Corporation",7.5,8,7,4,"Apple; Sony; Intel; Qualcomm",WIRELESS,"Wireless & RF",wireless-resource,"Wireless Resource Management",4,3,3,3,4,4,,,firmware,likely_essential,17.23,21.03,21.86,12.25,15.22,16.45,16.58,385,400,607,666,386,418
450,8713038,Pivotal Software,"Integrating map-reduce into a distributed relational database",2014-04-29,"PIVOTAL SOFTWARE, INC.",8.3,64,38,4,"Oracle; Microsoft; Dell EMC; SAP",COMPUTING,"Computing & Systems",database,"Database/Information Retrieval",,,,,,,,,,,17.18,18.93,20.83,12.58,18.94,15.17,16.64,503,455,579,367,473,414
451,9106462,Avago Technologies,"Reduced power SERDES receiver using selective adaptation of equalizer parameters in response to supp",2015-08-11,"Avago Technologies General IP (Singapore) Pte. Ltd.",6.6,35,9,6,"Samsung; Dell EMC; Apple; Marvell; Intel",WIRELESS,"Wireless & RF",baseband,"Baseband Processing",4,4,3,3,4,4,,,hardware,related,17.16,19.15,19.67,10.42,21.57,16.89,15.29,491,536,826,247,354,504
452,8015367,VMware,"Memory management methods in a computer system with shared memory mappings",2011-09-06,"VMware LLC",5.6,8,8,3,"Microsoft; IBM; Intel",COMPUTING,"Computing & Systems",memory-management,"Memory Management",4,4,4,4,4,,,,,,17.16,20.42,21.07,10.48,21.62,14.29,15.10,415,445,821,246,540,516
453,9697030,Nicira (VMware SDN),"Connection identifier assignment and source network address translation",2017-07-04,"Nicira, Inc.",11.5,17,4,2,"IBM; T-Mobile",VIRTUALIZATION,"Virtualization & Cloud",vmh-placement,"VMH Placement/DRS",4,3,4,4,3,,,,,,17.14,20.78,21.09,13.35,16.63,14.27,16.69,396,444,496,517,542,409
454,9246941,Symantec Enterprise,"Systems and methods for predicting the impact of security-policy changes on users",2016-01-26,"Symantec Corporation",7.0,78,73,4,"Forcepoint; Amazon; F5 Networks; Dell EMC",SECURITY,"Security",auth-firewall,"Firewall/Filtering",,,,,,,,,,,17.13,19.45,21.41,13.16,15.80,15.75,17.24,471,428,517,599,433,373
455,8910285,Lastline,"Methods and systems for reciprocal generation of watch-lists and malware signatures",2014-12-09,"Lastline, Inc.",8.9,7,6,3,"HPE; Cisco; Bank of America",SECURITY,"Security",auth-ids,"Intrusion Detection/Prevention",4,4,4,2,4,,,,,,17.09,19.19,20.31,11.24,20.45,16.90,14.45,486,490,723,293,352,572
456,8589940,VMware,"On-line replacement and changing of virtualization software",2013-11-19,"VMware LLC",7.8,5,5,3,"IBM; Google; Huawei",VIRTUALIZATION,"Virtualization & Cloud",vmh-placement,"VMH Placement/DRS",4,3,4,4,4,,,,,,17.08,21.69,22.16,12.34,15.83,14.01,16.47,346,387,597,596,578,422
457,8484405,VMware,"Memory compression policies",2013-07-09,"VMware LLC",7.5,19,19,8,"Samsung; Microsoft; Amazon; NVIDIA; Red Hat",VIRTUALIZATION,"Virtualization & Cloud",vmh-placement,"VMH Placement/DRS",3,3,4,2,3,,,,,,17.08,17.14,20.72,12.81,15.85,18.40,17.56,665,463,557,592,265,357
458,9288081,Nicira (VMware SDN),"Connecting unmanaged segmented networks by managing interconnection switching elements",2016-03-15,"Nicira, Inc.",10.1,18,3,3,"NEC; Microsoft; Bank of America",SDN_NETWORK,"SDN & Network Infrastructure",infra-bridge,"Infra Bridge/Switch",4,3,4,3,4,,,,,,17.04,20.01,19.93,12.63,17.32,16.13,16.20,434,521,575,462,410,437
459,9037758,VMware,"Dynamic virtual machine (VM) input-output per second (IOPS) control based on application IO profilin",2015-05-19,"VMware LLC",9.3,3,3,2,"Microsoft; IBM",VIRTUALIZATION,"Virtualization & Cloud",vmh-placement,"VMH Placement/DRS",4,4,4,4,4,,,,,,17.03,21.00,20.64,14.36,18.81,12.64,14.72,389,470,412,377,734,551
460,8875162,VMware,"Efficient virtualization of input/output completions for a virtual device",2014-10-28,"VMware LLC",8.8,6,6,1,"Red Hat",VIRTUALIZATION,"Virtualization & Cloud",vmh-snapshot,"VMH Snapshot/Clone",4,3,4,4,4,,,,,,17.02,21.08,22.16,11.91,17.80,13.66,15.53,384,385,653,437,614,487
461,10346063,VMware,"Maintaining quorum of storage objects in nested levels of a distributed storage system",2019-07-09,"VMware LLC",13.5,4,4,2,"Amazon; NetApp",VIRTUALIZATION,"Virtualization & Cloud",storage-virtualization,"Storage Virtualization",4,3,4,3,4,,,,,,17.01,20.05,20.70,14.42,15.85,15.39,15.67,432,467,410,593,457,477
462,8171141,VMware,"Provisioning system including stack manager",2012-05-01,"VMware LLC",6.3,70,5,5,"HPE; ServiceNow; Oracle; Dell EMC; IBM",VIRTUALIZATION,"Virtualization & Cloud",vm-resource,"VM Resource Management",4,4,4,4,4,,,,,,17.00,19.27,18.70,10.49,23.70,14.84,15.00,482,614,818,173,497,529
463,9825796,Avago Technologies,"Long training field (LTF) within wireless communications",2017-11-21,"Avago Technologies General IP (Singapore) Pte. Ltd.",8.8,10,9,1,"Huawei",FAULT_TOLERANCE,"Fault Tolerance & Reliability",error-correction,"Error Correction/FEC",4,3,4,2,4,5,,,hardware,likely_essential,16.99,19.14,21.15,10.61,17.13,19.64,14.29,494,438,808,484,217,591
464,11194483,VMware,"Enriching a storage provider with container orchestrator metadata in a virtualized computing system",2021-12-07,"VMware LLC",15.9,39,3,2,"Red Hat; Tencent",VIRTUALIZATION,"Virtualization & Cloud",storage-virtualization,"Storage Virtualization",3,4,4,4,3,,,,,,16.95,19.89,19.51,15.17,16.80,14.13,16.21,441,552,366,505,560,436
465,10749711,Nicira (VMware SDN),"Network-link method useful for a last-mile connectivity in an edge-gateway multipath system",2020-08-18,"Nicira, Inc.",14.6,105,4,2,"Huawei; Nokia",SDN_NETWORK,"SDN & Network Infrastructure",infra-bridge,"Infra Bridge/Switch",3,3,4,3,4,,,,,,16.94,18.39,18.22,14.91,16.75,16.97,16.41,555,667,382,511,345,424
466,11425134,CA Technologies,"Secure access to a corporate web application with translation between an internal address and an ext",2022-08-23,"CA, Inc.",13.6,5,4,4,"Cisco; Zscaler; Salesforce; Microsoft",SECURITY,"Security",auth-firewall,"Firewall/Filtering",3,3,3,3,3,5,5,3.5,system,related,16.93,18.98,20.82,16.52,13.36,16.55,15.31,499,457,286,890,378,500
467,10474508,VMware,"Replication management for hyper-converged infrastructures",2019-11-12,"VMware LLC",13.8,5,5,3,"ServiceNow; IBM; Bank of America",VIRTUALIZATION,"Virtualization & Cloud",vm-resource,"VM Resource Management",4,3,4,3,3,,,,,,16.92,19.14,20.42,14.91,16.16,15.24,15.66,492,483,383,566,466,478
468,11196591,VMware,"Centralized overlay gateway in public cloud",2021-12-07,"VMware LLC",15.9,11,4,4,"Arista; Ericsson; Huawei; IBM",SDN_NETWORK,"SDN & Network Infrastructure",infra-bridge,"Infra Bridge/Switch",4,3,4,3,3,,,,,,16.92,18.84,19.74,14.97,16.77,15.41,15.78,510,529,375,508,453,466
469,9454368,VMware,"Data mover permitting data transfer without transferring data between application and operating syst",2016-09-27,"VMware LLC",10.7,8,6,2,"Dell EMC; Cisco",VIRTUALIZATION,"Virtualization & Cloud",storage-virtualization,"Storage Virtualization",4,3,4,3,3,,,,,,16.89,19.57,21.11,13.03,16.15,15.76,15.73,463,441,534,568,430,468
470,10061601,VMware,"Component navigation in an extensible application",2018-08-28,"VMware LLC",12.6,8,8,2,"Splunk; SAP",COMPUTING,"Computing & Systems",systems-software,"Systems Software",3,3,4,3,3,,,,,,16.89,18.65,21.00,15.29,14.84,15.64,15.92,531,448,360,704,437,457
471,9246944,Symantec Enterprise,"Systems and methods for enforcing data loss prevention policies on mobile devices",2016-01-26,"Symantec Corporation",7.0,49,38,5,"Forcepoint; Microsoft; Citrix; Netskope; Amazon",SECURITY,"Security",auth-firewall,"Firewall/Filtering",,,,,,,,,,,16.88,19.19,21.30,12.84,15.37,15.37,17.23,485,432,551,644,462,374
472,10375121,VMware,"Micro-segmentation in virtualized computing environments",2019-08-06,"VMware LLC",13.5,8,3,3,"Cisco; CyberArk; Red Hat",SECURITY,"Security",sec-sandbox,"Security Sandbox/Isolation",4,3,4,4,3,,,,,,16.88,20.16,20.30,14.99,16.29,13.46,16.06,425,491,374,557,636,445
473,8737917,Broadcom,"Method and system for a dual-mode bluetooth low energy device",2014-05-27,"Broadcom Corporation",5.4,37,37,9,"Qualcomm; Hyundai; Samsung; Apple; Intel",WIRELESS,"Wireless & RF",wireless-mobility,"Wireless Mobility/Handoff",4,3,4,3,3,4,5,1,firmware,likely_essential,16.88,17.96,19.85,11.62,20.16,17.55,14.11,601,525,687,314,313,604
474,10206084,Avago Technologies,"Power-efficient, balanced, and reliable true wireless bluetooth stereo audio solution",2019-02-12,"Avago Technologies International Sales Pte. Limited",10.1,3,2,2,"Amazon; Apple",WIRELESS,"Wireless & RF",wireless-services,"Wireless Services/Applications",4,4,4,4,4,5,5,2.3,hybrid,related,16.86,22.94,21.23,12.09,15.23,14.05,15.62,301,435,632,660,575,481
475,9182927,VMware,"Techniques for implementing hybrid flash/HDD-based virtual disk files",2015-11-10,"VMware LLC",9.8,9,7,1,"Samsung",VIRTUALIZATION,"Virtualization & Cloud",storage-virtualization,"Storage Virtualization",4,3,4,4,3,,,,,,16.85,19.75,21.29,15.39,17.21,12.88,14.57,448,433,352,477,714,558
476,9705678,Symantec Enterprise,"Fast CAN message authentication for vehicular systems",2017-07-11,"Symantec Corporation",8.5,44,16,6,"Verizon; Hyundai; Nokia; Intel; Huawei",SECURITY,"Security",sec-auth,"Security Authentication",,,,,,,,,,,16.84,18.39,20.35,12.25,18.55,14.80,16.69,553,489,606,390,500,410
477,8452876,Blue Coat Systems,"Graphical configuration interface for network policy",2013-05-28,"Blue Coat Systems, Inc.",7.3,44,39,5,"F5 Networks; Cisco; Palo Alto Networks; IBM; SAP",VIRTUALIZATION,"Virtualization & Cloud",cloud-topology,"Cloud Topology/Discovery",,,,,,,,,,,16.84,19.17,21.32,12.80,15.28,15.29,17.17,488,431,559,653,464,378
478,9042814,Broadcom,"Measurement and reporting of received signal strength in NFC-enabled devices",2015-05-26,"Broadcom Corporation",6.4,210,97,1,"Capital One",WIRELESS,"Wireless & RF",wireless-services,"Wireless Services/Applications",4,3,3,4,3,4,,,hybrid,likely_essential,16.83,18.91,19.60,11.45,20.86,15.75,14.41,504,542,702,272,431,579
479,10554688,CA Technologies,"Ransomware locked data decryption through ransomware key transposition",2020-02-04,"CA, Inc.",11.1,7,5,3,"Fortinet; Sophos; Bank of America",SECURITY,"Security",sec-malware,"Security Malware/AV",3,4,3,2,4,5,,,software,none,16.81,19.39,20.04,11.43,14.68,19.34,15.99,474,511,704,721,227,450
480,10416986,VMware,"Automating application updates in a virtual computing environment",2019-09-17,"VMware LLC",13.7,9,7,3,"Juniper; Dell EMC; Bank of America",SECURITY,"Security",sec-drm,"Security DRM/SW Protection",3,3,4,3,3,,,,,,16.78,18.37,20.40,15.12,15.14,15.46,16.18,557,487,367,671,451,438
481,8650566,VMware,"Virtual machine provisioning in object storage system",2014-02-11,"VMware LLC",8.1,10,5,4,"Mastercard; Dell EMC; Pure Storage; Google",VIRTUALIZATION,"Virtualization & Cloud",vmh-placement,"VMH Placement/DRS",4,3,4,4,3,,,,,,16.76,19.89,20.62,12.06,19.31,13.08,15.63,442,474,637,347,690,480
482,9256515,VMware,"Stack trace compression",2016-02-09,"VMware LLC",10.1,3,3,3,"Qualcomm; IBM; Apple",FAULT_TOLERANCE,"Fault Tolerance & Reliability",ft-monitoring,"FT Monitoring/Logging",4,4,3,4,3,,,,,,16.72,21.58,21.11,13.21,16.32,12.40,15.69,355,440,512,553,769,472
